_id,company_name,salary,url,vacancies_name
https://hh.ru/vacancy/69825729?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Группа Самолет,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/69825729?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Data аналитик (Big Data)
https://hh.ru/vacancy/69819410?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,ОООПРОКАТТ,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/69819410?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Руководитель консультационных проектов\Product owner цифровых продуктов
https://hh.ru/vacancy/68605154?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,ОООIQnergy,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/68605154?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Data analyst / Аналитик данных
https://hh.ru/vacancy/68581646?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,BIG,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/68581646?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,VC Analyst
https://hh.ru/vacancy/70691137?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,inDriver,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/70691137?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Data Analyst (Mobility Cluster)
https://hh.ru/vacancy/70471850?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,ОООСтандартПроект,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/70471850?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Аналитик данных / Data scientist
https://hh.ru/vacancy/55305702?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,"Иннотех, Группа компаний","{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/55305702?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Бизнес/Системный аналитик
https://hh.ru/vacancy/66715058?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,EGGНEADS,"{'от': 150000, 'до': None, 'валюта': 'руб.'}",https://hh.ru/vacancy/66715058?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Аналитик продукта / Product analyst (удалённая работа)
https://hh.ru/vacancy/70040084?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,СберМегаМаркет,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/70040084?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Руководитель веб и продуктовой аналитики
https://hh.ru/vacancy/70012979?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Сбер для экспертов,"{'от': None, 'до': None, 'валюта': None}",https://hh.ru/vacancy/70012979?query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D1%82%D0%B8%D0%BA%20big%20data,Системный аналитик
